"subject_id" "activity_nm" "tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyAccMag.mean.." "tGravityAccMag.mean.." "tBodyAccJerkMag.mean.." "tBodyGyroMag.mean.." "tBodyGyroJerkMag.mean.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyAccMag.mean.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroJerkMag.mean.." "tBodyAcc.std...X" "tBodyAcc.std...Y" "tBodyAcc.std...Z" "tGravityAcc.std...X" "tGravityAcc.std...Y" "tGravityAcc.std...Z" "tBodyAccJerk.std...X" "tBodyAccJerk.std...Y" "tBodyAccJerk.std...Z" "tBodyGyro.std...X" "tBodyGyro.std...Y" "tBodyGyro.std...Z" "tBodyGyroJerk.std...X" "tBodyGyroJerk.std...Y" "tBodyGyroJerk.std...Z" "tBodyAccMag.std.." "tGravityAccMag.std.." "tBodyAccJerkMag.std.." "tBodyGyroMag.std.." "tBodyGyroJerkMag.std.." "fBodyAcc.std...X" "fBodyAcc.std...Y" "fBodyAcc.std...Z" "fBodyAccJerk.std...X" "fBodyAccJerk.std...Y" "fBodyAccJerk.std...Z" "fBodyGyro.std...X" "fBodyGyro.std...Y" "fBodyGyro.std...Z" "fBodyAccMag.std.." "fBodyBodyAccJerkMag.std.." "fBodyBodyGyroMag.std.." "fBodyBodyGyroJerkMag.std.."
14 "LAYING" 11.89704743 -0.5784657277 -4.4284999091 -7.419665213 24.7552433 42.66470841 5.0051596271 -0.4240686004 -1.65036767573 0.25766280262 -7.824614195 7.60532697 -5.377778488 -1.900654730789 -2.887476527 -46.20489076 -46.20489076 -49.60139604 -46.13793634 -49.75668034 -47.63074509 -47.44871221 -47.32199766 -49.57254617 -49.43644834 -49.39825298 -48.44791107 -47.84248281 -48.40446531 -45.872647111 -49.36741841 -47.43773829 -49.2892225 -46.792596254 -46.39454909 -45.916928006 -43.9689838 -48.38751805 -45.96649667 -49.54515141 -49.37450849 -49.59402463 -48.81827177 -47.55748881 -48.56714523 -49.4840231 -49.37018757 -49.96528002 -43.68624908 -43.68624908 -49.28899636 -46.58509248 -49.16450602 -46.510605413 -46.166273507 -45.59684126 -49.64806079 -49.42477786 -49.72063593 -48.94676492 -47.42772576 -48.84731447 -43.8399084 -49.14397913 -46.80576535 -49.14696692
14 "SITTING" 15.11949116 -0.4701053505 -5.421680483 50.70809303 -1.9684833963 -5.108240888 4.006145758 -0.235540432358 -0.57102037072 -2.378177965 -3.852782717 5.014027478 -4.976718726 -2.3467173933 -2.808656684 -50.98668896 -50.98668896 -52.73213433 -50.90884394 -53.36915076 -52.7286569 -50.36281737 -50.98280826 -53.00459907 -52.32339557 -52.52860636 -52.84316435 -52.36956341 -51.67912638 -50.79185208 -52.54120852 -52.01930919 -53.31550892 -52.7203214 -49.406528011 -49.82984113 -52.71914157 -51.317423836 -50.67444986 -52.96809538 -52.26273124 -52.71120271 -52.964819 -51.95060235 -51.45683671 -53.47534897 -53.29321149 -53.0722335 -49.9767748 -49.9767748 -52.560543 -51.14238255 -53.29605545 -52.72036507 -49.225925243 -49.554620386 -53.02372488 -52.32295841 -52.82172113 -53.00494671 -51.74427977 -51.62555563 -50.17647261 -52.53980811 -51.11197004 -53.3015196
14 "STANDING" 16.83273683 -0.9124688064 -6.22906210744 52.51917414 -13.60153387 -20.29049332 4.42760249091 0.34773970979 -0.432466656291 -1.32531916135 -3.3486529626 4.742855325 -6.043107532 -2.7005807562 -3.05421706659 -56.60741084 -56.60741084 -58.37794729 -56.61180101 -58.49239968 -58.36197375 -56.5306949 -56.54532159 -58.6908984 -58.03499429 -58.00310606 -57.42670602 -57.05017167 -57.05999267 -56.98290359 -58.21284755 -56.66433383 -58.15053821 -58.3961343 -55.71154352 -55.33657869 -58.32032198 -57.9468629 -56.44546308 -58.69491156 -57.98174555 -58.24600404 -57.66550569 -56.77683723 -56.79534808 -58.19693251 -58.24157733 -58.48127195 -56.20413463 -56.20413463 -58.22623097 -55.88557223 -58.01005302 -58.41633322 -55.56335418 -55.06691152 -58.8237961 -58.06981093 -58.41565831 -57.76446197 -56.65841184 -57.00976231 -56.38799219 -58.18065094 -56.08893365 -57.96115555
14 "WALKING" 16.04561632 -1.2849337477 -6.298625779 47.37546373 -15.94857455 -24.92722084 4.25317968937 1.42284539 1.178365918 -0.20511648674 -4.895128803 3.028014034 -6.528707233327 -2.5899202216 -2.2940729251 -8.519875635 -8.519875635 -22.26029615 -8.09531577 -30.67380776 -24.86839218 -10.301508846 -10.4646196085 -27.86927639 -22.22922943 -24.53805157 -30.00715526 -12.737802022 -12.56261979 -22.03748949 -25.46389575 -18.37180053 -34.87117923 -23.75570679 -3.16314745124 3.06116213613 -57.51419617 -56.31290021 -55.90350122 -26.81532416 -20.31603458 -27.89467423 -35.42290511 -0.87551636525 -7.439357212 -33.73383478 -31.6675244 -29.33407359 -21.46453204 -21.46453204 -25.94506819 -11.882713902 -35.76009552 -23.35573916 -3.2019888359 5.04386360791 -28.60306488 -20.85808676 -31.20448257 -37.17484248 4.91440825221 -10.633743992 -26.99191056 -26.75213453 -15.66476854 -38.68498207
14 "WALKING_DOWNSTAIRS" 13.2039952 -0.90063636146 -4.1774857449 36.73333935 -11.89146036 -17.6650147 1.9288423202 1.3110273946 0.47228670535 -0.66185844 -4.2537978408 1.590050419 -4.8879169971 -3.3326541488 -2.7719045794 8.349196809 8.349196809 1.5912061896 7.48530053291 -12.380439757 0.9564369929 16.716711168 12.6331178493 -1.5201920639 7.414877526 -1.1195541265 -13.289199375 0.594370563 22.158647092 21.235731981 8.38005651295 -3.5440578305 -11.46362095236 0.8024103102 17.049172129 20.32092338 -41.35944573 -41.43266733 -39.58043925 0.58318897154 8.6756294911 -6.01353272798 -15.954823727 2.5645600018 16.028936873 -24.16509439 -12.794310922 4.1123589752 19.278266518 19.278266518 8.76189775111 -2.993150568 -12.363480161 0.63371741545 13.2135254982 19.2403724567 -1.3607836459 6.243208651 -11.0185707691 -17.049729273 3.33626019722 8.2257613348 8.0408061391 8.741854085 -10.07673437612 -16.058224147
14 "WALKING_UPSTAIRS" 14.170737571 -1.10369617213 -6.0631032051 37.1658306 -17.4247397 -26.7347909 4.33783632 -0.9889082637 0.1858677227 4.3947450992 -6.6689767824 -2.383462188 -6.9264000646 -1.121848555 -0.7410831496 7.5658430188 7.5658430188 -15.3178471397 19.75208865 -21.5957852761 -17.469455881 0.8852718667 10.3514621022 -20.70884594 -18.770758538 -14.25645729 -23.816611367 6.40913537815 10.6219738118 -4.103199792 -15.592194041 2.6383788082 -24.69153307 -16.70742275 16.588558782 32.88696547 -50.14027661 -48.99049729 -47.27434423 -19.91414262 -18.167067787 -17.704915973 -24.53130023 25.73201058 30.5032941808 -34.91699586 -20.05990495 -19.430097842 -1.0675080991 -1.0675080991 -18.202658395 16.198702912 -26.23424186 -16.46893339 19.22792969 37.10470484 -22.192265 -20.0649135459 -21.11820515 -25.09611843 34.8966164 28.212527681 -7.735710018 -22.1317730612 12.7796217748 -30.508060125
15 "LAYING" 20.84224698 -1.19733510279 -8.534177301 -12.383499924 64.74546382 -2.65818892 5.526111158 0.89268675398 -0.31962814694 -1.2117663921 -4.461846278 8.168536785 -7.363203425 -2.9943285707 -4.4952088049 -68.78452763 -68.78452763 -70.55209643 -68.01156916 -70.79292183 -70.12916471 -69.29720095 -68.51274813 -70.65575993 -69.89999196 -70.18384923 -68.78977892 -69.43038434 -68.98968719 -68.83207445 -70.10504804 -68.17051025 -70.25240548 -70.00239971 -69.31867841 -66.93025214 -69.22870149 -70.99460585 -68.45114571 -70.68523585 -69.90635432 -70.44501287 -68.91607301 -69.20228965 -68.87066772 -70.12252449 -70.59476408 -70.56811676 -67.91861577 -67.91861577 -70.10240132 -66.53109655 -70.102803 -69.96375537 -69.45051097 -66.52252742 -70.84434893 -70.07150302 -70.61364701 -68.99216367 -69.11941731 -69.12113984 -68.07661632 -70.02216561 -66.50512163 -70.03049117
15 "SITTING" 16.101299408 -0.6914119864 -6.706013939 52.53149147 12.440108996 0.16612392846 4.630277453 -0.5300781778 -0.139952451754 -2.224955669 -4.7402297007 5.616670695 -5.626529501 -2.33680576989 -3.0924752177 -56.56152034 -56.56152034 -58.18036251 -56.48256607 -58.53914474 -58.21055696 -55.396659416 -56.83039329 -58.29826002 -57.71138178 -58.10959669 -58.18300224 -57.77290176 -57.03715958 -56.035368078 -58.09667679 -57.45196861 -58.4206766 -58.23797701 -54.42202261 -56.01094348 -57.97463214 -55.67012329 -56.22544588 -58.3015777 -57.70949293 -58.23365046 -58.3040428 -57.54396965 -56.86218237 -58.58045352 -58.42848517 -58.28829495 -55.34069643 -55.34069643 -58.09370209 -56.84502942 -58.39348292 -58.25570196 -54.23059932 -55.79657807 -58.36954722 -57.80306971 -58.2739527 -58.3440339 -57.43390945 -57.00749025 -55.53056035 -58.01329885 -56.83931548 -58.38073256
15 "STANDING" 14.78253761 -0.9726367101 -5.613274132 51.17303168 -8.729798301 3.423672771 3.987087727 0.327145425697 -0.34913065954 -1.39089787995 -3.496078841 4.0383177155 -5.37201567 -2.3240897077 -2.7707550511 -50.94400366 -50.94400366 -52.01924166 -50.1889532 -52.17357513 -52.29642494 -49.9974858 -51.17009627 -52.22373511 -51.2978896 -52.07951205 -50.37015517 -51.68209505 -51.31803732 -50.89787925 -51.89117564 -50.70689671 -52.10896887 -52.41431011 -49.39070786 -50.43852367 -52.38690049 -51.18146285 -50.81693812 -52.22933063 -51.28918118 -52.22100286 -50.23291251 -51.48062697 -51.31285346 -51.49025854 -52.36969294 -52.00853525 -50.27582293 -50.27582293 -51.93972443 -49.35819927 -52.01593986 -52.47323102 -49.3051815 -50.2390133 -52.30750908 -51.40650749 -52.29268635 -50.25858741 -51.38047275 -51.47795573 -50.36081443 -51.94975659 -49.2284301 -51.9574746
15 "WALKING" 14.79055723 -0.92237259649 -5.811578254 51.38231714 -12.63158726 4.089726368 4.847961897 0.4809178243 0.035570132779 -2.99637277738 -3.30711056982 4.54941857352 -4.1941408751 -2.98369748948 -2.7592730586 -10.071791141 -10.071791141 -17.28698344 -13.16040072 -29.37489303 -17.1418097 6.01133924659 -29.96687546 -21.10438721 -3.614641536 -35.04088372 -13.683565456 -28.91279319 -24.91905954 -14.85843707135 -15.64671343 -26.41498472 -34.83405962 -17.70993726 7.50129787933 -28.02236228 -52.83345355 -52.43705108 -51.73517333 -20.15374959 -1.72403352389 -37.05849471 -17.79972949 -22.72671042 -26.27276339 -15.32347131 -37.92975854 -31.95010484 -17.4894295 -17.4894295 -16.743856959 -22.993117334 -34.44044159 -17.95611385 4.35048968085 -28.9994264 -22.22100368 -3.27693135896 -39.0447616 -19.31220245 -19.729505262 -29.37587006 -24.75061879 -18.490244104 -26.0145118 -35.31654795
15 "WALKING_DOWNSTAIRS" 11.76835175 -0.23648007781 -4.64209479 39.15669242 -7.03341732 3.31305412617 2.9881200727 0.6348677937 -0.4208941865 -5.737983429 -1.456374056 2.98938442995 -2.0266347357 -2.0807451129 -1.4246948724 13.458874261 13.458874261 -1.56519750047 -5.1108254711 -21.39759922 9.883012673 7.0357601985 -10.912112591 2.6026874384 -1.1330315439 -14.505814733 -9.5491017489 -16.89795667 -7.694181664 13.90830963 6.6533600567 -15.70374251 -23.74663749 17.07178415 7.834359852 -11.84325163 -39.59787209 -38.87880753 -39.22834902 5.65294112 0.6638486851 -16.968234457 -13.385086089 -15.67474272 -10.5272196 -19.15119177 -24.14849289 -16.57077411 14.83456834 14.83456834 6.7045318417 -11.938487907 -23.67288551 19.58567862 5.0397313512 -15.01111749 4.538635103 -0.30360130127 -19.38716396 -14.768460012 -15.16085964 -14.4342786 6.431215481 6.3213255252 -14.674262653 -24.92584266
15 "WALKING_UPSTAIRS" 12.9690046 -1.3801145314 -5.613718315 44.09015099 -15.1181286 3.896656344 3.5026767831 -0.200333687 -0.2524223515 4.3360321434 -7.426621885 4.37607112583 -6.9353273533 -1.7540119873 -3.682763981 -0.04662694616 -0.04662694616 -15.17041834 -9.658429152 -31.85458165 -3.582376485 -4.8929007744 -25.90037196 -11.378547519 -16.2289064 -34.29860029 -17.33264913 -24.8172118 -23.3136838 -7.931623102 -12.573920638 -21.77729118 -35.10827318 -1.2526648333 -0.1951373009 -18.226439429 -45.72299499 -44.52714343 -44.23768698 -8.973343898 -14.96934513 -35.9428538 -19.93206326 -15.8511952848 -22.91356537 -25.22562959 -36.62656858 -31.57956716 -6.55450643974 -6.55450643974 -15.04145055 -13.8445924147 -35.94983273 -0.4023570056 -0.9183759986 -16.780816957 -9.94711706345 -15.85878862 -37.58421631 -20.98681572 -11.6933889122 -25.13972644 -12.27164836 -18.78304317 -14.812121753 -38.0690152
16 "LAYING" 19.19590138 -1.16272457394 -7.511734527 -14.474861957 -1.39489158 62.5719128 5.48772188 0.92963538028 -0.107873562835 -1.130817848 -7.957254262 6.763472446 -7.154670054 -2.4341472811 -4.037533046 -67.32842444 -67.32842444 -69.18447596 -66.62439697 -69.35876684 -68.61492312 -67.45449026 -68.22060484 -69.20060324 -68.9327049 -68.98814617 -68.31246852 -68.32650444 -69.01704516 -67.76143649 -69.12601676 -67.91747472 -69.20866944 -68.15840006 -66.01428052 -67.58431934 -67.46333845 -67.62609727 -67.75202014 -69.18917067 -68.94071008 -69.13508889 -68.39075389 -67.95232598 -68.93470394 -69.00848216 -69.23326032 -69.61256104 -67.05271494 -67.05271494 -69.15237025 -67.13140254 -69.17486978 -67.99863526 -65.59585457 -67.37670609 -69.25011514 -69.03505091 -69.18442332 -68.42567085 -67.76946763 -69.00116971 -67.06783271 -69.1073012 -67.12825588 -69.16408808
16 "SITTING" 19.37303164 -0.7072357857 -6.150687865 65.02955908 -5.974589522 6.1595071832 5.06699237 0.68009359469 -0.79371096786 -2.8428968917 -3.964225488 5.4905805422 -6.60471119 -3.1075480364 -4.0597617874 -66.36969797 -66.36969797 -68.13561624 -65.30279939 -68.47867783 -68.1060242 -66.3405113 -66.2091039 -68.37653334 -67.74089955 -67.70128454 -67.52566713 -66.70892412 -66.24402022 -66.12514817 -67.89383588 -65.83020861 -68.26605641 -68.09096677 -65.6609432 -64.83738505 -67.63091879 -66.79360128 -65.261135742 -68.3694183 -67.74426698 -67.86061769 -67.69157876 -66.12522509 -66.25986036 -68.28124628 -68.35290374 -68.19713818 -64.93253529 -64.93253529 -67.86945805 -64.71802592 -68.19002643 -68.09557687 -65.53821897 -64.49099811 -68.41818287 -67.84292344 -67.92101037 -67.76199244 -65.84971892 -66.53463361 -65.038589258 -67.77114828 -64.78156184 -68.13793808
16 "STANDING" 22.11279743 -1.2947974489 -8.085302868 73.44384445 -4.515162951 -13.005522517 5.744223464 0.941990012799 -0.37152223517 -2.3348308945 -5.356083174 6.765273129 -7.808371943 -3.314861483 -4.2458152964 -75.65600836 -75.65600836 -77.15800808 -75.8571979 -77.44218893 -77.17535833 -75.60649319 -75.65996133 -77.30101384 -76.62918151 -76.91516754 -75.90627343 -76.72035108 -76.72386306 -75.74443953 -76.94720966 -76.08499331 -77.31144954 -77.14799132 -74.90326488 -74.37057901 -76.85805581 -76.48308999 -74.8459008 -77.3000668 -76.64451247 -77.0697584 -75.92520839 -76.44860163 -76.6238465 -76.99398117 -77.42197641 -77.43048479 -74.66897057 -74.66897057 -76.96740095 -75.20024994 -77.28313534 -77.14984841 -74.73759619 -73.98614083 -77.36407767 -76.77044405 -77.1153209 -75.96629703 -76.31538866 -76.71513736 -74.65953861 -76.90119192 -75.15882941 -77.27247846
16 "WALKING" 14.07720179 -1.04186334021 -5.54900654 47.22504763 -3.408057011 -11.08491091 3.928141236 0.4939067859 0.184009674 -0.77378175524 -3.549374017 4.175118752 -5.6567847624 -2.2127719002 -2.7182320206 -13.1971014 -13.1971014 -18.52036866 -24.78252857 -34.24863354 -20.13431211 -16.39653406 -12.46251546 -22.51171531 -23.16781193 -21.5389521 -30.3830708 -31.60632845 -22.07715086 -20.93362534 -19.29220302 -34.13065558 -36.75479679 -20.63931872 -16.04305788 -8.149789302 -50.10594937 -49.66302694 -49.03074997 -20.20741066 -21.70375679 -22.45316909 -33.3627642 -31.24227534 -18.63996606 -34.47037586 -36.3241254 -29.13450375 -24.06227264 -24.06227264 -20.57271476 -33.91899862 -36.86323036 -20.86259489 -18.07290461 -9.205567215 -20.54708987 -22.11424555 -23.28845041 -34.36079798 -31.20898475 -20.56420936 -30.19970024 -22.51383548 -36.77798708 -38.03206955
16 "WALKING_DOWNSTAIRS" 13.892579703 -0.8643233438 -5.634064142 43.13746607 -2.748713579 -10.59297733 4.266928202 -0.6961382923 -1.3776760458 -1.0592548389 -3.2084452572 3.9262862679 -4.88349009355 -2.66812715984 -2.87704358477 8.98075029861 8.98075029861 -7.797714108 -14.56156008 -27.77214191 1.7308385829 -6.32612257816 -2.24163039672 -7.30590949 -13.628019208 -11.372781761 -19.7796684054 -22.53711023 -17.6250294 5.3595081617 -3.50459768645 -22.94793516 -27.71416805 9.7408439027 -6.9087103698 0.5374635405 -45.01590055 -44.9079263 -42.79768033 -4.75578555 -12.299183364 -14.2589343931 -21.34685814 -24.83147732 -20.89790774 -29.31277314 -27.42082388 -25.40977306 5.60163581 5.60163581 -3.6824447153 -19.84881989 -28.00364408 12.50742812862 -9.8079876305 -1.784666327 -5.90709245038 -13.2308481266 -17.109254706 -22.10755443 -26.56505954 -24.49173848 -2.5104447421 -4.3222298297 -22.557172758 -29.77355082
16 "WALKING_UPSTAIRS" 13.055291234 -0.73264021956 -6.327800405 42.17058842 -4.11022273 -19.3320446 3.8888860527 0.8860196001 1.9407213173 3.6638852782 -2.4792976275 -0.3974368911 -7.18632297431 -1.51067762265 -1.8062313028 -11.93350691 -11.93350691 -24.64417155 -15.72128897 -37.62296327 -24.22418475 -13.67125445 -17.1285051 -27.85053201 -23.89886547 -28.82626287 -27.15238553 -32.74292127 -25.11380217 -18.90313665 -24.25548361 -32.15788045 -40.17951525 -20.25127541 -8.350369999 -6.5934751118 -48.36909119 -47.61653052 -46.2901275 -26.57554615 -21.7069228 -30.26396761 -25.9124455 -29.90552758 -18.616283674 -36.0704726 -39.51067238 -36.57215212 -17.07454909 -17.07454909 -25.14642361 -26.42767197 -40.66195465 -18.85144319 -8.482536195 -4.8226228904 -27.4417276 -21.27347763 -31.62630291 -26.0046976 -28.53963052 -19.752783985 -21.36513706 -26.51649324 -27.1568228 -42.09103068
17 "LAYING" 19.154386076 -1.19608024778 -7.597445859 -14.13844939 46.77423713 51.30868265 5.5315372006 0.50187564129 -0.01019152066 -1.666770916504 -6.706519367 7.912274812 -7.245533241 -2.569924122 -4.294982029 -67.66452019 -67.66452019 -69.69414158 -68.21205164 -69.97351119 -69.17950889 -67.78001526 -68.5438325 -69.68451691 -69.38207953 -69.6069842 -69.00839399 -69.130506 -69.3077045 -68.23428917 -69.55779963 -68.80002558 -69.77635238 -69.08020028 -67.08029414 -67.69684571 -68.23548879 -68.26413437 -67.95868413 -69.68572022 -69.36419854 -69.77972304 -69.28840739 -68.97538787 -69.31025476 -69.63625842 -69.80262736 -70.16374165 -67.32631754 -67.32631754 -69.58899892 -68.11211041 -69.7247066 -69.0431353 -66.93820473 -67.45830391 -69.80814035 -69.46241802 -69.85364528 -69.38144838 -68.91457429 -69.46335595 -67.38201975 -69.55566343 -68.16169258 -69.72082407
17 "SITTING" 17.75084926 -0.9060015414 -7.271941446 60.47255985 -0.180139083 -8.6914484275 4.804543115 0.35902147146 -0.09948698582 -2.723146177 -4.2831739599 5.5043443416 -6.0318526 -2.63125887602 -3.269780763 -62.25583017 -62.25583017 -63.54014177 -61.89937564 -63.76542688 -63.61404042 -62.07539131 -62.38986269 -63.65072775 -63.25295486 -63.28499618 -63.25830833 -63.28281469 -62.82349429 -62.31211232 -63.45134403 -62.93563471 -63.69309212 -63.64440994 -61.55895231 -61.80666853 -63.37258349 -61.87008678 -61.22308122 -63.63779859 -63.27276815 -63.39387276 -63.33685285 -63.11223557 -62.70113446 -63.69637998 -63.67884038 -63.60584048 -61.76417223 -61.76417223 -63.45257595 -62.42625631 -63.64459236 -63.65806807 -61.42650508 -61.62694869 -63.65524238 -63.35461191 -63.41236789 -63.36264067 -63.02803828 -62.7820573 -61.7855795 -63.38045609 -62.38149459 -63.59196952
17 "STANDING" 21.67951526 -1.35813650052 -8.69170735407 70.5649267 -20.0839718 -15.809645047 5.778746654 0.513125693 -0.31480768345 -2.10270010962 -6.0109305857 6.868382581 -7.900555155 -3.155246281 -4.261384381 -76.25560655 -76.25560655 -77.35593478 -76.29839697 -77.50649195 -77.29234764 -75.98530442 -76.45806291 -77.38607961 -76.92971071 -77.18596338 -76.4943086 -77.01205522 -76.9044883 -76.51548436 -77.23269831 -76.77470826 -77.43246727 -77.31078575 -75.51777977 -75.69608898 -76.88860653 -76.11321713 -75.59539745 -77.38333243 -76.95957826 -77.31492813 -76.54710047 -76.83945084 -76.87199234 -77.16206131 -77.50859287 -77.40151376 -76.07943017 -76.07943017 -77.24833336 -76.25910532 -77.40502515 -77.32284521 -75.38133126 -75.42592207 -77.43647946 -77.07962726 -77.33312946 -76.57972281 -76.74783362 -76.96457144 -76.08937757 -77.17882276 -76.22654666 -77.38982968
17 "WALKING" 16.61285317 -1.12773996037 -6.697319444 56.61485448 -10.975570345 -11.606222927 4.7164503382 0.793601145 1.4868953401 -0.5625819667 -5.122617397 4.6185092059 -6.7075135136 -2.3134331046 -3.1342237172 -9.22024075 -9.22024075 -18.36668942 -20.43560005 -31.54721388 -22.02049217 -3.96663249497 -23.35280094 -25.83021177 -11.848196026 -31.9290504 -24.87071922 -29.90014348 -24.32736227 -26.19218265 -20.4922724 -31.63570158 -35.54542344 -19.48951055 -1.07236710181 -16.21529384 -59.83998445 -59.08540536 -58.37109814 -21.68505076 -5.7058487074 -32.59250201 -29.26862429 -27.75090714 -23.54871056 -26.30906504 -34.17241283 -31.98979613 -28.17210988 -28.17210988 -16.81603996 -31.87218058 -32.92221798 -18.59318272 -3.3924413782 -16.00588729 -20.97583387 -2.8693142038 -33.17625277 -30.79580674 -26.79356605 -26.76489067 -34.47491297 -12.885143471 -37.53452474 -31.74351423
17 "WALKING_DOWNSTAIRS" 13.52024103 -0.76985326 -4.1051906278 42.72560859 -6.949544652 -7.404297354 5.4395394683 -0.52360041976 -0.43232551597 3.1175505971 -5.6817910127 0.74924223057 -4.957421311 -1.75583089023 -2.67958669455 6.85175076266 6.85175076266 -10.1950579325 -10.70152111215 -24.85498624 -1.04070018773 -5.99253567 -14.631765583 -9.8942342565 -16.1583466 -22.93874907 -14.5549962965 -20.75183599 -18.55549776 2.6711304017 -8.6792983895 -18.83418288 -26.55804848 8.6351089724 -2.79630337197 -10.6289512043 -43.70120714 -43.54252708 -41.45049726 -4.758077685 -13.986922572 -24.67125225 -17.040095969 -21.12697152 -21.54929728 -24.23288396 -26.31865777 -24.96744974 4.2047530837 4.2047530837 -9.5025274583 -16.22361493 -27.24669658 11.9113171099 -3.95842585 -11.2890229155 -3.3063283503 -13.750832666 -26.36001071 -18.0869576604 -21.59195969 -24.88367793 -2.8468331288 -10.8807717336 -19.72795964 -29.59636338
17 "WALKING_UPSTAIRS" 12.125028892 -1.09749894868 -5.821941221 40.96946716 -13.63938016 -14.31223028 3.6866120181 1.4801112669 0.3645762463 -1.4604027427 -2.632588518578 2.6924705191 -6.8474590877 -1.98958237684 -1.07271401542 -0.6146989292 -0.6146989292 -17.1472271 -11.2891799564 -30.59363955 -6.7081066206 -5.6409473088 -19.196327739 -17.29306684 -18.09849258 -30.38484998 -19.978704878 -25.02889993 -15.56513824 -7.214670878 -17.29439295 -24.19521393 -32.11242065 -3.02173219683 -0.6322608691 -11.0506058035 -45.57409787 -43.96672638 -44.64767249 -14.0479597 -16.790009915 -31.55668013 -23.835011171 -23.66611801 -11.2513128343 -29.09012853 -32.48269669 -29.30813771 -4.9381310586 -4.9381310586 -18.76379762 -21.160188486 -32.75095818 -1.7058296297 -1.2133523332 -9.831154104 -13.786513838 -17.525484652 -32.655637 -25.174482801 -23.09539775 -13.338790581 -10.434872189 -20.99438918 -23.82933983 -34.75947564
18 "LAYING" 17.8549525 -1.13059495 -7.000430314 -14.33903309 46.78410124 39.35719565 4.87490257 0.7606232492 -0.07887412873 -1.6364517442 -5.444317503 6.095582663 -6.481502536 -2.557361247 -3.855383913 -64.1196557 -64.1196557 -64.2409001 -63.74815504 -64.55118297 -64.03669819 -64.0191425 -64.25944891 -64.11630611 -64.08124614 -64.29259628 -64.5084003 -64.06472614 -64.02495395 -64.14124678 -64.25564719 -63.98139099 -64.47356549 -63.9942972 -64.10045986 -64.19781305 -63.87653919 -64.61607897 -64.41222122 -64.08486962 -64.06103206 -64.392916 -64.53671887 -63.97318674 -64.03204511 -64.74678869 -64.38559652 -64.51562662 -64.12019527 -64.12019527 -64.31920804 -63.73645706 -64.48994851 -63.98092079 -64.1385193 -64.16961228 -64.13168098 -64.10369558 -64.39840894 -64.54625916 -63.92475537 -64.12139813 -64.19715149 -64.33119269 -63.79547471 -64.52796751
18 "SITTING" 15.80439107 -0.7335402945 -6.378572222 51.85953875 7.403529145 9.22701282 4.367504673 0.39589936501 0.1588915139732 -1.898425096 -3.9090391443 4.834400917 -5.441922432 -2.2636158715 -2.9812733073 -56.06942665 -56.06942665 -56.42256575 -55.72519455 -56.70778607 -56.60926045 -55.66269623 -56.03079716 -56.53970846 -56.06761632 -56.35531128 -56.42780552 -56.35605398 -56.03256103 -56.13254363 -56.45320333 -56.2325088 -56.70406669 -56.67783535 -55.57090347 -55.72164487 -56.66049497 -56.09002233 -55.76539044 -56.52260574 -56.08815487 -56.43872794 -56.54154666 -56.2449406 -55.94695324 -56.66770087 -56.67077724 -56.59041653 -55.9509313 -55.9509313 -56.49608298 -55.93824251 -56.70752807 -56.70967425 -55.57386391 -55.61616092 -56.54622646 -56.18460043 -56.43807555 -56.57679777 -56.18547501 -56.01944475 -55.98689064 -56.48952498 -55.93140007 -56.71315444
18 "STANDING" 20.32749283 -1.2143806825 -7.917094984 69.17284651 -14.90706143 -3.546099878 5.500838221 0.764300644445 -0.13259755054 -1.9408747165 -5.345498934 6.155291932 -7.20637038 -2.967985913 -3.886406507 -71.00034716 -71.00034716 -71.97546644 -70.2994959 -72.17407471 -72.29992411 -70.17045689 -71.23141542 -72.2367829 -71.19278934 -71.99739271 -70.40331163 -71.79996466 -71.12349215 -71.30622816 -71.90405634 -70.98173929 -72.19412882 -72.41744268 -69.65831085 -70.21679537 -72.58171549 -71.63752376 -71.25123327 -72.22887719 -71.19528209 -72.15723321 -70.24456022 -71.5704508 -71.0158894 -71.68388051 -72.35409404 -71.99690815 -70.97684482 -70.97684482 -71.97911587 -70.06518962 -72.1619356 -72.473602 -69.56257562 -69.87678099 -72.29101914 -71.33406935 -72.21713625 -70.24590795 -71.45253494 -71.16204904 -71.04833431 -71.99824704 -70.01528239 -72.15374496
